,ABS ASSET CLASS:            ,BUSINESS PHONE,CENTRAL INDEX KEY,CITY,COMPANY CONFORMED NAME,CONFORMED PERIOD OF REPORT,DATE AS OF CHANGE,DATE OF NAME CHANGE,FILED AS OF DATE,FILM NUMBER,FISCAL YEAR END,FORM TYPE,FORMER CONFORMED NAME,IRS NUMBER,SEC ACT,SEC FILE NUMBER,STANDARD INDUSTRIAL CLASSIFICATION,STATE,STATE OF INCORPORATION,STREET 1,STREET 2,ZIP
1581378,,713-300-3806,0001581378,HOUSTON,"CHANGING TECHNOLOGIES, INC.",,,,,151156629,0630,10-K,,463004792,1934 Act,000-55495,SERVICES-PREPACKAGED SOFTWARE [7372],TX,FL,777 S. POST OAK LANE,ONE RIVERWAY SUITE 1700,77056
1581405,,(513) 554-1110,0001581405,CINCINNATI,"PHILLIPS EDISON GROCERY CENTER REIT II, INC.",,,20130712,,18715996,1231,10-K,"Phillips Edison - ARC Grocery Center REIT II, Inc.",611714451,1934 Act,000-55438,REAL ESTATE INVESTMENT TRUSTS [6798],OH,MD,11501 NORTHLAKE DRIVE,,45249
1581545,,877-442-0411,0001581545,LAS VEGAS,Freedom Leaf Inc.,,,20130715,,181122559,0630,10-K,Arkadia International,462093679,1934 Act,000-55687,MISCELLANEOUS PUBLISHING [2741],NV,NV,"3571 E. SUNSET ROAD, SUITE 420",,89120
1581552,,804-344-8121,0001581552,RICHMOND,"Energy 11, L.P.",,,20130715,,19675911,1231,10-K,"American Energy XI, L.P.",463070515,1934 Act,000-55615,CRUDE PETROLEUM & NATURAL GAS [1311],VA,DE,814 EAST MAIN STREET,,23219
1581607,,212-825-0400,0001581607,NEW YORK,ROI Acquisition Corp. II,,,,,15700641,,10-K,,000000000,1934 Act,001-36068,BLANK CHECKS [6770],NY,,601 LEXINGTON AVENUE,51ST FLOOR,10022
1581652,,847-354-7341,0001405332,ROLLING MEADOWS,"Fifth Third Holdings Funding, LLC",,,,,161539299,1231,10-K,,352301537,1934 Act,333-144316,ASSET-BACKED SECURITIES [6189],IL,DE,"1701 GOLF ROAD, TOWER 1, 9TH FLOOR",,60008
1581653,,2129021000,0001581653,NEW YORK,GS Mortgage Securities Trust 2013-GCJ14,,,,,19694315,1231,10-K,,,1934 Act,333-171508-08,ASSET-BACKED SECURITIES [6189],NY,DE,85 BROAD ST,,10004
1581720,,203-653-3880,0001581720,STAMFORD,"Loxo Oncology, Inc.",,,,,18657898,1231,10-K,,462996673,1934 Act,001-36562,PHARMACEUTICAL PREPARATIONS [2834],CT,DE,"281 TRESSER BOULEVARD, 9TH FLOOR",,06901
1581776,,(901) 248-4126,0001581776,GERMANTOWN,"Mid-America Apartments, L.P.",,,19930927,,19622995,1231,10-K,MID AMERICA APARTMENT COMMUNITIES INC,621543816,1934 Act,333-190028-01,REAL ESTATE INVESTMENT TRUSTS [6798],TN,TN,6815 POPLAR AVENUE,SUITE 500,38138
1581874,,212-753-5100,0001581874,NEW YORK,"Terra Secured Income Fund 5, LLC",,,,,19917712,1231,10-K/A,,000000000,1934 Act,000-55780,REAL ESTATE INVESTMENT TRUSTS [6798],NY,DE,805 THIRD AVENUE,8TH FLOOR,10022
1581889,,212-319-7676,0001581889,NEW YORK,Quartet Merger Corp.,,,,,14730395,1231,10-K,,462596459,1934 Act,001-36139,BLANK CHECKS [6770],NY,DE,777 THIRD AVE.,37TH FL.,10017
1581908,,915-534-1400,0001581908,EL PASO,"Western Refining Logistics, LP",,,,,17654628,1231,10-K,,463205923,1934 Act,001-36114,PIPE LINES (NO NATURAL GAS) [4610],TX,DE,123 W. MILLS AVENUE,SUITE 200,79901
1581934,,212-750-7300,0001581934,NEW YORK,"American Capital Senior Floating, Ltd.",,,,,18688316,1231,10-K,,461996220,1934 Act,814-01025,,NY,MD,245 PARK AVENUE,42ND FLOOR,10167
1581990,,713-646-4100,0001581990,HOUSTON,PLAINS GP HOLDINGS LP,,,,,19635657,1231,10-K,,000000000,1934 Act,001-36132,PIPE LINES (NO NATURAL GAS) [4610],TX,DE,333 CLAY ST,SUITE 1600,77002
1582010,,(248) 991-6632,0001582010,FARMINGTON HILLS,Mercedes-Benz Auto Receivables Trust 2013-1,,,,,161534082,1231,10-K,,000000000,1934 Act,333-181985-02,ASSET-BACKED SECURITIES [6189],MI,,36455 CORPORATE DRIVE,,48331
1582037,,7043862400,0001582037,CHARLOTTE,Morgan Stanley Bank of America Merrill Lynch Trust 2013-C11,,,,,19699751,1231,10-K,,,1934 Act,333-177707-02,ASSET-BACKED SECURITIES [6189],NC,DE,BANK OF AMERICA CORPORATE CENTER,100 NORTH TRYON STREET,28255
1582054,,5166285500,0001582054,GARDEN CITY,MILLENNIUM HEALTHCARE INC.,,,,,162034630,0331,10-K,,113229358,1934 Act,000-55009,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES [5047]",NY,DE,400 GARDEN CITY PLAZA,SUITE 440,11530
1582072,,313-248-3647,0001582072,DEARBORN,Ford Credit Auto Owner Trust 2013-C,,,,,17709112,1231,10-K,,380549190,1934 Act,333-167489-10,ASSET-BACKED SECURITIES [6189],MI,,"C/O FORD MOTOR CO , WHQ STE 801-C1",ONE AMERICAN ROAD,48126
1582081,,703-984-6578,0001582081,RESTON,SLM Student Loan Trust 2013-4,,,,,19715757,1231,10-K,,043480392,1934 Act,333-166301-14,ASSET-BACKED SECURITIES [6189],VA,,2001 EDMUND HALLEY DRIVE,,20191
1582086,,4412780400,0001582086,PEMBROKE,Blue Capital Reinsurance Holdings Ltd.,,,,,19648788,1231,10-K,,981120002,1934 Act,001-36169,"FIRE, MARINE & CASUALTY INSURANCE [6331]",D0,D0,100 PITTS BAY RD.,,HM08
1582244,,(607) 936-3755,0001582244,CORNING,Corning Natural Gas Holding Corp,,,,,19541536,0930,10-K/A,,463235589,1934 Act,000-55911,NATURAL GAS TRANSMISSION & DISTRIBUTION [4923],NY,NY,330 WEST WILLIAM STREET,,14830
1582249,,646-396-4087,0001582249,NEW YORK,Rasna Therapeutics Inc.,,,20130723,,181251126,0930,10-K,Active With Me Inc.,392080103,1934 Act,333-191083,PHARMACEUTICAL PREPARATIONS [2834],NY,NV,420 LEXINGTON AVENUE,SUITE 2525,10170
1582313,,(604) 484-3300,0001582313,BURNABY,Xenon Pharmaceuticals Inc.,,,,,19663179,1231,10-K,,980661854,1934 Act,001-36687,PHARMACEUTICAL PREPARATIONS [2834],A1,A1,200 - 3650 GILMORE WAY,,V5G 48W
1582341,,800-814-4550,0001582341,SAN DIEGO,"MyDx, Inc.",,,20130724,,19765128,1231,10-K,BRISTA CORP.,990384160,1934 Act,000-55596,"MEASURING & CONTROLLING DEVICES, NEC [3829]",CA,NV,6335 FERRIS SQUARE,SUITE B,92121
1582463,,804-935-4512,0001582463,RICHMOND,CarMax Auto Owner Trust 2013-3,,,,,17857712,0228,10-K,,466702550,1934 Act,333-189212-01,ASSET-BACKED SECURITIES [6189],VA,DE,12800 TUCKAHOE CREEK PARKWAY,SUITE 400,23238
1582554,,908-443-1860,0001582554,BEDMINSTER,"Matinas BioPharma Holdings, Inc.",,,,,19721457,1231,10-K,,463011414,1934 Act,001-38022,PHARMACEUTICAL PREPARATIONS [2834],NJ,DE,1545 ROUTE 206 SOUTH,SUITE 302,07921
1582568,,973-455-7500,0001582568,PARSIPPANY,PBF Logistics LP,,,,,19621622,1231,10-K,,352470286,1934 Act,001-36446,PIPE LINES (NO NATURAL GAS) [4610],NJ,DE,"ONE SYLVAN WAY, SECOND FLOOR",,07054
1582576,,1(418)623-3433,0001582576,GLAND,"GOP & CO2, INC.",,,20130725,,161388864,0731,10-K/A,Go Public I,000000000,1934 Act,000-55025,BLANK CHECKS [6770],V8,DE,"CHEMIN DU MOLARD 10, 1196",,02910
1582586,,852-6688-3925,0001582586,NORTH POINT,"China Soar Information Technology, Inc.",,,20130725,,181184892,0731,10-K,Go Public II Inc.,000000000,1934 Act,000-55026,BLANK CHECKS [6770],K3,DE,"RM 803,8/F.,K.WAH CENTRE,191 JAVA ROAD",,00000
1582589,,9199692982,0001582589,CHAPEL HILL,"TRAVELSAFE, INC.",,,,,141107745,1231,10-K,,000000000,1934 Act,333-191443,SERVICES-PERSONAL SERVICES [7200],NC,NV,12926 MOREHEAD,,27517
1582605,,2126483063,0001582605,NEW YORK,JPMBB Commercial Mortgage Securities Trust 2013-C14,,,,,19695621,1231,10-K,,,1934 Act,333-165147-10,ASSET-BACKED SECURITIES [6189],NY,DE,60 WALL STREET,TWO INTERNATIONAL PLACE 5TH FLOOR,10260-0066
1582616,,800-297-0661,0001582616,EAGAN,"Norcraft Companies, Inc.",,,,,15817511,1231,10-K/A,,371738347,1934 Act,001-36173,"MILLWOOD, VENEER, PLYWOOD & STRUCTURAL WOOD MEMBERS [2430]",MN,DE,"3020 DENMARK AVENUE, SUITE 100",,55121
1582718,,401-641-0405,0001582718,"HIGASHIYODOGAWA-KU, OSAKA","TOA Optical Tech, Inc.",,,20130729,,141117477,0731,10-K,"Prosperity Acquisition, Inc.",000000000,1934 Act,000-55028,BLANK CHECKS [6770],M0,DE,1-1-36,,533-0031
1582741,,81-6-6325-5035,0001582741,"HIGASHIYODOGAWA- KU, OSAKA",TOA Carbon Fiber Inc.,,,20130729,,141132496,0731,10-K,"Wealth Acquisition, Inc.",000000000,1934 Act,000-55027,BLANK CHECKS [6770],M0,DE,"1-1-36, NISHIAWAJI",,533-0031
1582919,,561-570-4302,0001582919,WEST PALM BEACH,Flitways Technology Inc.,,,20130730,,19785913,1231,10-K/A,"CATACA RESOURCES, INC.",000000000,1934 Act,000-55316,"SERVICES-BUSINESS SERVICES, NEC [7389]",FL,NV,224 DATURA ST. #1015,,33401
1582962,,800-304-2657,0001582962,MIAMI,CANNA Corp,,,20171218,,19901426,1231,10-K,"INTERCONTINENTAL TECHNOLOGY, INC.",463289369,1934 Act,000-55788,TOBACCO PRODUCTS [2100],FL,CO,"20200 DIXIE HIGHWAY, SUITE 906",,33180
1582966,,713.375.5000,0001582966,HOUSTON,"Cheniere Energy Partners LP Holdings, LLC",,,,,18626288,1231,10-K,,000000000,1934 Act,001-36234,NATURAL GAS DISTRIBUTION [4924],TX,DE,700 MILAM STREET,SUITE 1900,77002
1582982,,7328735133,0001582982,SOMERSET,"MTBC, Inc.",,,20130731,,19694964,1231,10-K,"MEDICAL TRANSCRIPTION BILLING, CORP",223832302,1934 Act,001-36529,SERVICES-PREPACKAGED SOFTWARE [7372],NJ,DE,7 CLYDE ROAD,SOMERSET,08873
1583077,,(571) 529-6390,0001583077,NEW YORK,"Hospitality Investors Trust, Inc.",,,20130801,,19749907,1231,10-K,"American Realty Capital Hospitality Trust, Inc.",800943668,1934 Act,000-55394,REAL ESTATE INVESTMENT TRUSTS [6798],NY,MD,"PARK AVENUE TOWER, 65 EAST 55TH STREET",SUITE 801,10022
1583103,,(210) 345-2639,0001583103,SAN ANTONIO,VALERO ENERGY PARTNERS LP,,,20130801,,19630468,1231,10-K,Valero Energy Partners LP,901006559,1934 Act,001-36232,PIPE LINES (NO NATURAL GAS) [4610],TX,,P.O. BOX 696000,,78269-6000
1583107,,650-808-6000,0001583107,"GEORGE TOWN, GRAND CAYMAN","Theravance Biopharma, Inc.",,,,,19644598,1231,10-K,,000000000,1934 Act,001-36033,PHARMACEUTICAL PREPARATIONS [2834],E9,E9,"UGLAND HOUSE, SOUTH CHURCH STREET",,KY1-1104
1583138,,772-345-4100,0001583138,"PORT ST. LUCIE, FL",Pulse Evolution Corp,,,20130801,,161665548,0630,10-K,"QurApps, Inc.",000000000,1934 Act,333-190431,SERVICES-ALLIED TO MOTION PICTURE PRODUCTION [7819],FL,NV,10521 SW VILLAGE CENTER DRIVE,SUITE 201,34987
1583513,,(703) 691-2480,0001583513,RESTON,"STG Group, Inc.",,,20130805,,17765027,1231,10-K,"Global Defense & National Security Systems, Inc.",463134302,1934 Act,001-36149,BLANK CHECKS [6770],VA,DE,11091 SUNSET HILLS ROAD,SUITE 200,20190
1583648,,857-246-8998,0001583648,BOSTON,"PIERIS PHARMACEUTICALS, INC.",,,20130805,,19689307,1231,10-K,Marika Inc.,300784346,1934 Act,001-37471,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731],MA,NV,255 STATE STREET,9TH FLOOR,02109
1583671,,86 139 022 55701,0001583671,GUANGZHOU,"Science to Consumers, Inc.",,,20130805,,161940866,0531,10-K,Argan Beauty Corp.,331227949,1934 Act,333-190391,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES [5122],F4,NV,"ROOM 1618, AMERICAN BANK CENTRE",555 REN MIN ROAD,04159
1583712,,702-932-4914,0001583712,LAS VEGAS,AmeriCredit Automobile Receivables Trust 2013-4,,,,,17700731,,10-K,,,1934 Act,333-170231-13,ASSET-BACKED SECURITIES [6189],NV,,"2265B RENAISSANCE DRIVE, SUITE 17",,89119
1583744,,(212) 993-1280,0001583744,NEW YORK,Arc Logistics Partners LP,,,,,17688766,1231,10-K,,364767846,1934 Act,001-36168,WHOLESALE-PETROLEUM BULK STATIONS & TERMINALS [5171],NY,DE,725 FIFTH AVENUE,19TH FLOOR,10022
1583771,,732-902-4000,0001583771,EDISON,"ContraVir Pharmaceuticals, Inc.",,,,,19679536,1231,10-K,,462783806,1934 Act,001-36856,PHARMACEUTICAL PREPARATIONS [2834],NJ,DE,399 THORNALL STREET,FIRST FLOOR,08837
1583773,,775-882-1013,0001583773,CARSON CITY,"Ixir Productions, Inc.",,,,,141128858,1231,10-K,,463005857,1934 Act,333-191172,PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS [3652],NV,NV,112 NORTH CURRY STREET,,89703
1583965,,3135561240,0000893958,DETROIT,CAPITAL AUTO RECEIVABLES LLC,,,19921109,,17712686,1231,10-K,CAPITAL AUTO RECEIVABLES INC,383082892,1934 Act,033-49169,ASSET-BACKED SECURITIES [6189],MI,DE,MAIL CODE 482-B08-C24,200 RENAISSANCE CENTER,48265-2000
1583993,,416-867-7083,0001583993,TORONTO,BMO Covered Bond Guarantor Limited Partnership,,,,,15560457,1031,10-K,,000000000,1934 Act,333-189814-01,ASSET-BACKED SECURITIES [6189],A6,,100 KING STREET WEST,18TH FLOOR,M5X 1A1
1583994,,414-367-5600,0001583994,MILWAUKEE,Physicians Realty L.P.,,,20130807,,19644718,1231,10-K,Physicians Realty L.P.,800941870,1934 Act,333-205034-01,REAL ESTATE INVESTMENT TRUSTS [6798],WI,DE,309 N. WATER STREET,SUITE 500,53202
1584057,,8676088963655,0001584057,ZHONGSHAN,WINHA INTERNATIONAL GROUP LTD,,,,,17965492,0331,10-K,,472450462,1934 Act,333-191063,RETAIL-CATALOG & MAIL-ORDER HOUSES [5961],F4,,"NO. 19 CHANGYI ROAD, 3RD FLOOR","CHANGMINGSHUI VILLAGE, WUGUISHAN TOWN",528458
1584137,,281-402-3167,0001584137,HOUSTON,"Oncolix, Inc.",,,20130808,,18689935,1231,10-K,Electric Vehicle Research Corp,463046340,1934 Act,000-55545,PHARMACEUTICAL PREPARATIONS [2834],TX,FL,14405 WALTERS ROAD,SUITE 780,77014
1584207,,(812) 424-8031,0001584207,EVANSVILLE,"OneMain Holdings, Inc.",,,20130809,,19609855,1231,10-K,"Springleaf Holdings, LLC",463348401,1934 Act,001-36129,PERSONAL CREDIT INSTITUTIONS [6141],IN,DE,601 N.W. SECOND STREET,,47708
1584363,,630-887-5451,0001584363,BURR RIDGE,CNH Equipment Trust 2013-C,,,,,17722016,1231,10-K,,466940316,1934 Act,333-185337-03,ASSET-BACKED SECURITIES [6189],IL,DE,6900 VETERANS BOULEVARD,,60527
1584423,,(801) 377-9111,0001584423,PROVO,"APX Group Holdings, Inc.",,,,,19669937,1231,10-K/A,,461304852,1934 Act,333-191132-02,SERVICES-MISCELLANEOUS BUSINESS SERVICES [7380],UT,DE,4931 NORTH 300 WEST,,84604
1584480,,(802) 255-4212,0001584480,NEW YORK CITY,"Startech Labs, Inc.",,,20130814,,191043659,0531,10-K,UpperSolution.com,000000000,1934 Act,333-190658,SERVICES-PREPACKAGED SOFTWARE [7372],NY,NV,244 MADISON AVENUE,,10016-2817
1584489,,407-221-4943,0001584489,BOCA RATON,"House of BODS Fitness, Inc.",,,,,161572278,1231,10-K,,900620286,1934 Act,000-55405,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS [7997],FL,DE,3234 NW 29TH AVENUE,,33434
1584492,,6179517690,0001584492,BOSTON,COMM 2013-LC13 Mortgage Trust,,,,,19703109,1231,10-K,,,1934 Act,333-184376-07,ASSET-BACKED SECURITIES [6189],MA,DE,ONE INTERNATIONAL PLACE,ROOM 608,02110
1584509,,215-238-3000,0001584509,PHILADELPHIA,Aramark,,,20130815,,181198582,0928,10-K,ARAMARK Holdings Corp,208236097,1934 Act,001-36223,RETAIL-EATING PLACES [5812],PA,DE,1101 MARKET STREET,,19107
1584584,,852 3796 3798,0001584584,KOWLOON,"AXIOM HOLDINGS, INC.",,,20130815,,17729285,1231,10-K,"At Play Vacations, Inc.",463389613,1934 Act,333-195950,ELECTRIC SERVICES [4911],K3,NV,"ROOM C, 15/F, RITZ PLAZA","122 AUSTIN ROAD, TSIM SHA TSUI",00000
1584618,,262-948-1868,0001584618,KENOSHA,"Atacama Resources International, Inc.",,,20130816,,17764343,1231,10-K,Arrakis Mining Research Inc.,463105245,1934 Act,000-55743,SERVICES-MANAGEMENT CONSULTING SERVICES [8742],WI,FL,10820 68TH PLACE,,53142
1584693,,865-719-8160,0001584693,LOUISVILLE,"GRASSHOPPER STAFFING, INC.",,,20130819,,18818260,0731,10-K/A,Tomichi Creek Outfitters,463052781,1934 Act,001-36564,SERVICES-AMUSEMENT & RECREATION SERVICES [7900],TN,NV,3847 RIVER VISTA WAY,,37777
1584701,,716-635-5000,0001584701,BUFFALO,TOPS HOLDING II CORP,,,,,17725939,1231,10-K,,462733709,1934 Act,333-191029,RETAIL-GROCERY STORES [5411],NY,DE,PO BOX 1027,,14240
1584747,,703-984-6578,0001584747,RESTON,SLM Student Loan Trust 2013-5,,,,,19715754,1231,10-K,,043480392,1934 Act,333-166301-15,ASSET-BACKED SECURITIES [6189],VA,,2001 EDMUND HALLEY DRIVE,,20191
1584754,,7026054086,0001584754,HUNTERSVILLE,"Akoustis Technologies, Inc.",,,20130820,,191092700,0630,10-K,"DANLAX, CORP.",331229046,1934 Act,001-38029,TELEPHONE & TELEGRAPH APPARATUS [3661],NC,DE,"9805 NORTHCROSS CENTER COURT, SUITE A",,28078
1584770,,269-982-4175,0001584770,ST. JOSEPH,"Edgewater Bancorp, Inc.",,,,,161535341,1231,10-K,,000000000,1934 Act,000-55129,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",MI,MD,321 MAIN STREET,,49085
1584831,,345-749-7570,0001584831,GEORGETOWN,OXBRIDGE RE HOLDINGS Ltd,,,,,19691601,1231,10-K,,981150254,1934 Act,001-36346,"FIRE, MARINE & CASUALTY INSURANCE [6331]",E9,E9,"STRATHVALE HOUSE, 2ND FLOOR, PO BOX 469",90 NORTH CHURCH STREET,KY1-9006
1584952,,713.997.1000,0001584952,HOUSTON,EP Energy Corp,,,,,19780945,1231,10-K/A,,463472728,1934 Act,001-36253,CRUDE PETROLEUM & NATURAL GAS [1311],TX,DE,1001 LOUISIANA STREET,,77002
1584963,,(775) 786-5914,0001584963,RENO,John Deere Owner Trust 2013-B,,,,,161364495,1031,10-K,,,1934 Act,333-176018-04,ASSET-BACKED SECURITIES [6189],NV,DE,SUITE 600,1 EAST FIRST STREET,89501
1585002,,212-904-3914,0001585002,NEW YORK,"McGraw-Hill Global Education Intermediate Holdings, LLC",,,,,161536987,1231,10-K,,800899362,1934 Act,333-193697-01,BOOKS: PUBLISHING OR PUBLISHING AND PRINTING [2731],NY,DE,2 PENN PLAZA 12TH FLOOR,,10121
1585023,,(401) 330-1600,0001585023,CRANSTON,"Coastway Bancorp, Inc.",,,,,18724907,1231,10-K/A,,000000000,1934 Act,001-36263,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",RI,MD,ONE COASTWAY PLAZA,,02910
1585064,,800-445-6758,0001585064,DES MOINES,Fidelity & Guaranty Life,,,,,171208795,0930,10-K,,463489149,1934 Act,001-36227,LIFE INSURANCE [6311],IA,DE,TWO RUAN CENTER,"601 LOCUST STREET, 14TH FLOOR",50309
1585067,,7043832556,0001585067,CHARLOTTE,WFRBS Commercial Mortgage Trust 2013-C16,,,,,19696652,1231,10-K,,,1934 Act,333-172366-09,ASSET-BACKED SECURITIES [6189],NC,NC,301 SOUTH COLLEGE STREET,,28228-0166
1585101,,888-220-6121,0001585101,HOUSTON,"HINES GLOBAL INCOME TRUST, INC.",,,20130826,,19715179,1231,10-K,"HINES GLOBAL REIT II, INC.",800947092,1934 Act,000-55599,REAL ESTATE INVESTMENT TRUSTS [6798],TX,MD,2800 POST OAK BLVD.,SUITE 5000,77056
1585149,,65 6381 6966,0001585149,HENDERSON,ROMULUS CORP.,,,,,151256660,0831,10-K,,800922058,1934 Act,333-194070,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION [7990],NV,NV,2360 CORPORATE CIRCLE STE 400,,89074
1585219,,949-852-0700,0001585219,IRVINE,"Steadfast Apartment REIT, Inc.",,,,,19682008,1231,10-K,,000000000,1934 Act,000-55428,REAL ESTATE INVESTMENT TRUSTS [6798],CA,MD,18100 VON KARMAN AVE,STE 500,92612
1585364,,269-673-8451,0001585364,ALLEGAN,PERRIGO Co plc,,,20130828,,19638820,1231,10-K,PERRIGO Co Ltd,000000000,1934 Act,001-36353,PHARMACEUTICAL PREPARATIONS [2834],MI,L2,515 EASTERN AVENUE,HOGAN PLACE,49010
1585389,,949 429 6600,0001585389,LADERA RANCH,"Strategic Storage Trust II, Inc.",,,,,19700698,1231,10-K,,461722812,1934 Act,000-55617,REAL ESTATE INVESTMENT TRUSTS [6798],CA,MD,10 TERRACE ROAD,,92694
1585492,,949-732-2697,0001260125,IRVINE,HYUNDAI ABS FUNDING LLC,,,20030815,,17706867,1231,10-K,HYUNDAI ABS FUNDING CORP,330978455,1934 Act,333-108087,ASSET-BACKED SECURITIES [6189],CA,DE,3161 MICHELSON DRIVE,SUITE 1900,92612
1585583,,949-462-9300,0001585583,LAKE FOREST,"Del Taco Restaurants, Inc.",,,20130830,,19689231,1229,10-K,Levy Acquisition Corp,000000000,1934 Act,001-36197,RETAIL-EATING PLACES [5812],CA,DE,25521 COMMERCENTRE DRIVE,,92630
1585608,,415-896-5081,0001585608,SAN FRANCISCO,"Jaguar Health, Inc.",,,20130830,,19740675,1231,10-K,"Jaguar Animal Health, Inc.",000000000,1934 Act,001-36714,PHARMACEUTICAL PREPARATIONS [2834],CA,DE,"201 MISSION STREET, SUITE 2375",,94105
1585644,,501-748-7000,0001585644,LITTLE ROCK,"WINDSTREAM SERVICES, LLC",,,20130830,,19782138,1231,10-K/A,WINDSTREAM CORP,200792300,1934 Act,001-36093,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813],AR,DE,4001 RODNEY PARHAM ROAD,,72212
1585673,,2128166000,0001585673,NEW YORK,Citigroup Commercial Mortgage Trust 2013-GC15,,,,,19715316,,10-K,,,1934 Act,333-189017-01,ASSET-BACKED SECURITIES [6189],NY,DE,388 GREENWICH STREET,,10013
1585689,,703-883-1000,0001585689,MCLEAN,Hilton Worldwide Holdings Inc.,,,,,19594278,1231,10-K,,274384691,1934 Act,001-36243,HOTELS & MOTELS [7011],VA,DE,"7930 JONES BRANCH DRIVE, SUITE 1100",,22102
1585738,,954-370-9900,0001585738,PLANTATION,"Ethos Media Network, Inc.",,,20130903,,171164389,0831,10-K,"Eye On Media Network, Inc.",463390293,1934 Act,000-55035,TELEVISION BROADCASTING STATIONS [4833],FL,FL,1500 NW 65TH AVENUE,,33313
1585755,,877-749-5909,0001585755,TAMPA,Arias Intel Corp.,,,20130903,,18953192,0331,10-K,American Riding Tours Inc,462143018,1934 Act,000-55120,SERVICES-PREPACKAGED SOFTWARE [7372],FL,NV,5015 W. NASSAU STREET,,33607
1585790,,904-737-7900,0001585790,PONTE VEDRA,"Advanced Disposal Services, Inc.",,,20130904,,19633493,1231,10-K,"ADS Waste Holdings, Inc.",900875845,1934 Act,001-37904,REFUSE SYSTEMS [4953],FL,DE,90 FORT WADE ROAD - SUITE 200,,32081
1585854,,(636) 474-5000,0001585854,ST. PETERS,SunEdison Semiconductor Ltd,,,20131211,,161491956,1231,10-K,"SUNEDISON SEMICONDUCTOR, LLC",463556980,1934 Act,001-36460,SEMICONDUCTORS & RELATED DEVICES [3674],MO,DE,501 PEARL DRIVE,,63376
1585898,,954-429-2200,0001585898,DEERFIELD BEACH,World Omni Automobile Lease Securitization Trust 2013-A,,,,,161529109,1231,10-K,,592238832,1934 Act,333-178682-03,ASSET-BACKED SECURITIES [6189],FL,,190 JIM MORAN BOULEVARD,,33442
1586049,,44 01235 442780,0001586049,ABINGDON,Oxford Immunotec Global PLC,,,,,19709488,1231,10-K,,000000000,1934 Act,001-36200,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES [2835],X0,X0,94C INNOVATION DRIVE,MILTON PARK,OX14 4RZ
1586099,,3107871310,0001586099,TORRANCE,Toyota Auto Receivables 2013-B Owner Trust,,,,,17716615,1231,10-K,,000000000,1934 Act,333-188672-02,ASSET-BACKED SECURITIES [6189],CA,,19851 S. WESTERN AVENUE NF 23,ATTENTION: SEC REPORTING,90501
1586105,,610-833-4200,0001586105,WAYNE,Egalet Corp,,,,,19777510,1231,10-K/A,,463575334,1934 Act,001-36295,PHARMACEUTICAL PREPARATIONS [2834],PA,DE,600 LEE ROAD,SUITE 100,19087
1586227,,801-910-6387,0001586227,RIVERTON,"New Dimension Holdings, Inc.",,,,,15730543,1231,10-K,,870371571,1934 Act,000-55102,BLANK CHECKS [6770],UT,NV,3987 W. DEER MOUNTAIN DRIVE,,84065
1586294,,,0001180571,DANBURY,CEF EQUIPMENT HOLDING LLC,,,,,161528973,1231,10-K,,753066756,1934 Act,333-197074,ASSET-BACKED SECURITIES [6189],CT,DE,44 OLD RIDGEBURY RD,,06810
1586300,,604-276-7500,0001586300,RICHMOND,CHC Group Ltd.,,,,,161770340,0430,10-K,,000000000,1934 Act,001-36261,"AIR TRANSPORTATION, NONSCHEDULED [4522]",A1,E9,4740 AGAR DRIVE,,V7B 1A3
1586372,,(858) 215-6360,0001586372,SAN DIEGO,DTHERA SCIENCES,,,20130910,,18729452,1231,10-K,Songbird Development Inc.,900925768,1934 Act,333-191175,SERVICES-MISCELLANEOUS BUSINESS SERVICES [7380],CA,NV,"9921 CARMEL MOUNTAIN ROAD, SUITE 118",,92129
1586452,,8093304884,0001586452,HENDERSON,"LUBOA GROUP, INC.",,,20130911,,181195559,0831,10-K,"SUNRISE TOURS, INC.",901007098,1934 Act,333-199210,"SERVICES-BUSINESS SERVICES, NEC [7389]",NV,NV,2360 CORPORATE CIRCLE STE 400,,89074-7722
1586454,,850-907-2301,0001586454,TALLAHASSEE,Prime Meridian Holding Co,,,,,19695958,1231,10-K,,272980805,1934 Act,333-191801,STATE COMMERCIAL BANKS [6022],FL,FL,"1897 CAPITAL CIRCLE, NE",,32308
1586468,,(800) 988-7735,0001586468,SEATTLE,"Baristas Coffee Company, Inc.",,,,,161761934,1231,10-K/A,,203118202,1934 Act,000-55254,RETAIL-EATING & DRINKING PLACES [5810],WA,NV,6185 4TH AVE. S.,,98108
