,source,target,relation
39,ICAHN ENTERPRISES HOLDINGS L.P.,Customer’s Accounting for Implementation Costs Incurred in a,customers
40,ICAHN ENTERPRISES HOLDINGS L.P.,NOTES,customers
41,ICAHN ENTERPRISES HOLDINGS L.P.,CONSOLIDATED FINANCIAL,customers
42,ICAHN ENTERPRISES HOLDINGS L.P.,Plant and Equipment,customers
0,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive’s,Sells to
1,ICAHN ENTERPRISES HOLDINGS L.P.,ACF,Sells to
0,AUTOLIV INC,Financial S,Supply
1,AUTOLIV INC,Company,Supply
2,AUTOLIV INC,Toyota,Supply
3,AUTOLIV INC,Business Autoliv,Supply
4,AUTOLIV INC,ZF,Supply
7,AUTOLIV INC,Mobis,Supply
8,AUTOLIV INC,Hyundai,Supply
9,AUTOLIV INC,Autoliv,Supply
10,AUTOLIV INC,Q5,Supply
13,AUTOLIV INC,VAT,Supply
15,AUTOLIV INC,the European Commission,Supply
16,AUTOLIV INC,EC,Supply
17,AUTOLIV INC,NHTSA,Supply
19,AUTOLIV INC,"Digitalization, Supply Chain Management Effectiveness",Supply
20,AUTOLIV INC,RD&E Effectiveness,Supply
32,AUTOLIV INC,OEM,Supply
42,AUTOLIV INC,Continuing Operations,Supply
44,AUTOLIV INC,the European Commission’s,Supply
45,AUTOLIV INC,the European Union,Supply
46,AUTOLIV INC,"Autoliv, Inc.",Supply
47,AUTOLIV INC,U.S. Bank National Association,Supply
48,AUTOLIV INC,the Current Report on Form,Supply
52,AUTOLIV INC,the Quarterly Report on Form 10-Q,Supply
0,AUTOLIV INC,Company,customers
1,AUTOLIV INC,Toyota,customers
2,AUTOLIV INC,Autoliv,customers
7,AUTOLIV INC,Q5,customers
9,AUTOLIV INC,Customer %,customers
10,AUTOLIV INC,Global LVP 1,customers
11,AUTOLIV INC,Renault,customers
14,AUTOLIV INC,D&E,customers
15,AUTOLIV INC,LVP,customers
21,AUTOLIV INC,VAT,customers
23,AUTOLIV INC,Company’s,customers
24,AUTOLIV INC,Board of Directors,customers
28,AUTOLIV INC,Shanghai Airbags,customers
29,AUTOLIV INC,France Autoliv,customers
30,AUTOLIV INC,Livbag SAS Pont-de-Buis Inflator,customers
31,AUTOLIV INC,Germany Autoliv B.V. &,customers
32,AUTOLIV INC,Japan Autoliv Japan Ltd.,customers
33,AUTOLIV INC,South Korea Autoliv Corporation Seoul Airbags,customers
34,AUTOLIV INC,Sweden Autoliv Development AB Vårgårda Research,customers
35,AUTOLIV INC,Autoliv Sverige AB,customers
36,AUTOLIV INC,Ogden Airbags,customers
37,AUTOLIV INC,Honda,customers
38,AUTOLIV INC,Hyundai,customers
40,AUTOLIV INC,APS,customers
51,AUTOLIV INC,Keiretsu,customers
52,AUTOLIV INC,ASC,customers
62,AUTOLIV INC,"Property, Plant & Equipment",customers
63,AUTOLIV INC,P&E,customers
64,AUTOLIV INC,Customer’s,customers
68,AUTOLIV INC,OEM Original Equipment Manufacturer,customers
0,AUTOLIV INC,LVP,Sells to
1,AUTOLIV INC,Company,Sells to
0,AUTOLIV INC,LVP,dependent on
1,AUTOLIV INC,Autoliv,dependent on
2,AUTOLIV INC,Company,dependent on
0,MIRENCO INC,Whayne Supply Company,Supply
1,MIRENCO INC,Whayne Supply,Supply
2,MIRENCO INC,C-Max,Supply
5,MIRENCO INC,Caterpillar,Supply
0,MIRENCO INC,Whayne,customers
1,MIRENCO INC,Caterpillar,customers
4,MIRENCO INC,Company,customers
6,MIRENCO INC,Mirenco’s,customers
10,MIRENCO INC,Sales Percent of Sales Customer,customers
0,MIRENCO INC,Whayne Supply,Sells to
0,STONERIDGE INC,OEM,Supply
1,STONERIDGE INC,Tier 1,Supply
2,STONERIDGE INC,Company,Supply
4,STONERIDGE INC,Company’s,Supply
8,STONERIDGE INC,Control Devices,Supply
11,STONERIDGE INC,SMP,Supply
15,STONERIDGE INC,Supply Arrangements Engineering,Supply
24,STONERIDGE INC,Citibank N.A.,Supply
0,STONERIDGE INC,ElectronicsMember,customers
1,STONERIDGE INC,TechnologyMember,customers
3,STONERIDGE INC,OEM,customers
4,STONERIDGE INC,Tier 1,customers
5,STONERIDGE INC,Company,customers
9,STONERIDGE INC,Ford Motor Company,customers
10,STONERIDGE INC,Volvo,customers
11,STONERIDGE INC,Daimler,customers
12,STONERIDGE INC,American Axle,customers
17,STONERIDGE INC,Control Devices,customers
18,STONERIDGE INC,Non,customers
19,STONERIDGE INC,Products,customers
28,STONERIDGE INC,Company’s,customers
31,STONERIDGE INC,the Control Devices and Electronics,customers
35,STONERIDGE INC,Supply Arrangements Engineering,customers
39,STONERIDGE INC,Electronics,customers
41,STONERIDGE INC,European Aftermarket,customers
47,STONERIDGE INC,ASC,customers
0,STONERIDGE INC,SMP,Sells to
0,"REMY INTERNATIONAL, INC.",OES,Supply
1,"REMY INTERNATIONAL, INC.",OEM,Supply
2,"REMY INTERNATIONAL, INC.",SEC,Supply
4,"REMY INTERNATIONAL, INC.",EBITDA,Supply
5,"REMY INTERNATIONAL, INC.",Remy International,Supply
6,"REMY INTERNATIONAL, INC.",Tooling Tooling,Supply
0,"REMY INTERNATIONAL, INC.",USA Industries,customers
1,"REMY INTERNATIONAL, INC.",OE,customers
3,"REMY INTERNATIONAL, INC.",GM,customers
4,"REMY INTERNATIONAL, INC.",Hyundai,customers
7,"REMY INTERNATIONAL, INC.",OEM,customers
9,"REMY INTERNATIONAL, INC.",DPCA,customers
10,"REMY INTERNATIONAL, INC.",Dongfeng Peugeot Citroen Automobile,customers
11,"REMY INTERNATIONAL, INC.",Geely,customers
12,"REMY INTERNATIONAL, INC.",BYD,customers
14,"REMY INTERNATIONAL, INC.",Daimler,customers
15,"REMY INTERNATIONAL, INC.",Caterpillar,customers
16,"REMY INTERNATIONAL, INC.",Navistar,customers
17,"REMY INTERNATIONAL, INC.",Volvo/Mack,customers
18,"REMY INTERNATIONAL, INC.",Cummins,customers
19,"REMY INTERNATIONAL, INC.",OES,customers
21,"REMY INTERNATIONAL, INC.",OE/OES,customers
28,"REMY INTERNATIONAL, INC.",the U.S. Export Administration Act,customers
31,"REMY INTERNATIONAL, INC.",CV,customers
34,"REMY INTERNATIONAL, INC.",General Motors,customers
40,"REMY INTERNATIONAL, INC.",Delco,customers
42,"REMY INTERNATIONAL, INC.",F.O.B.,customers
43,"REMY INTERNATIONAL, INC.",FASB,customers
45,"REMY INTERNATIONAL, INC.",ASU,customers
49,"REMY INTERNATIONAL, INC.",Company,customers
50,"REMY INTERNATIONAL, INC.",Imaging,customers
52,"REMY INTERNATIONAL, INC.",Old Remy's Board of Directors,customers
53,"REMY INTERNATIONAL, INC.",VIA Motors,customers
0,"REMY INTERNATIONAL, INC.",Hyundai,Sells to
1,"REMY INTERNATIONAL, INC.",OE,Sells to
3,"REMY INTERNATIONAL, INC.",General Motors,Sells to
4,"REMY INTERNATIONAL, INC.",GM,Sells to
6,"REMY INTERNATIONAL, INC.",OEM,Sells to
7,"REMY INTERNATIONAL, INC.",OES,Sells to
10,"REMY INTERNATIONAL, INC.",VIA,Sells to
